,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount
13682,465213,SKU_1451,Wall Clock,40,2021-07-24 02:00,94.03,20183.0,Australia,0.09
13683,644284,SKU_1468,White Mug,28,2021-07-24 03:00,40.29,77813.0,Portugal,0.26
13684,827449,SKU_1084,Wall Clock,24,2021-07-24 04:00,27.31,89476.0,Spain,0.45
13685,205682,SKU_1925,Backpack,20,2021-07-24 05:00,76.29,92084.0,United Kingdom,0.26
13686,445753,SKU_1012,Backpack,37,2021-07-24 06:00,94.14,94895.0,Sweden,0.18
13687,609220,SKU_1569,Headphones,34,2021-07-24 07:00,57.38,16046.0,Sweden,0.23
13688,784765,SKU_1258,T-shirt,27,2021-07-24 08:00,63.8,11099.0,United Kingdom,0.35
13689,463634,SKU_1979,White Mug,49,2021-07-24 09:00,30.87,16400.0,Spain,0.3
13690,882260,SKU_1099,Wall Clock,16,2021-07-24 10:00,40.11,45298.0,Netherlands,0.04
13691,171325,SKU_1615,Blue Pen,21,2021-07-24 11:00,55.22,36259.0,France,0.37
13692,653218,SKU_1260,Wall Clock,15,2021-07-24 12:00,87.73,32649.0,Spain,0.41
13693,476570,SKU_1277,Notebook,13,2021-07-24 13:00,88.71,45814.0,Sweden,0.33
13694,117529,SKU_1953,Desk Lamp,16,2021-07-24 14:00,65.09,83749.0,Germany,0.22
13695,677834,SKU_1065,Notebook,42,2021-07-24 15:00,56.73,52680.0,France,0.26
13696,370086,SKU_1600,Backpack,29,2021-07-24 16:00,55.83,99159.0,France,0.11
13697,893980,SKU_1807,Wireless Mouse,36,2021-07-24 17:00,2.83,63192.0,France,0.3
13698,511512,SKU_1599,Notebook,44,2021-07-24 18:00,64.75,22442.0,Germany,0.45
13699,806376,SKU_1377,Blue Pen,15,2021-07-24 19:00,24.08,87530.0,Italy,0.0
13700,722068,SKU_1516,Notebook,11,2021-07-24 20:00,29.48,,Italy,0.21
13701,362440,SKU_1655,Blue Pen,11,2021-07-24 21:00,96.01,34748.0,Belgium,0.05
13702,167945,SKU_1116,Notebook,28,2021-07-24 22:00,27.62,,Australia,0.19
13703,159980,SKU_1782,Office Chair,17,2021-07-24 23:00,92.7,37813.0,United Kingdom,0.05
13704,943214,SKU_1498,White Mug,1,2021-07-25 00:00,50.74,85643.0,Belgium,0.07
13705,265301,SKU_1204,Notebook,44,2021-07-25 01:00,10.47,22527.0,Italy,0.41
13706,720670,SKU_1586,Headphones,20,2021-07-25 02:00,17.06,81861.0,Portugal,0.31
13707,153444,SKU_1079,Blue Pen,35,2021-07-25 03:00,17.73,67122.0,Belgium,0.48
13708,397180,SKU_1017,Notebook,14,2021-07-25 04:00,31.06,55808.0,Spain,0.17
13709,608898,SKU_1728,Wireless Mouse,35,2021-07-25 05:00,37.8,66312.0,Netherlands,0.34
13710,360186,SKU_1942,Blue Pen,3,2021-07-25 06:00,46.97,48849.0,Spain,0.32
13711,925754,SKU_1613,White Mug,31,2021-07-25 07:00,58.44,52103.0,United States,0.18
13712,782527,SKU_1999,Wall Clock,49,2021-07-25 08:00,78.93,49451.0,United States,0.33
13713,938099,SKU_1643,Blue Pen,-44,2021-07-25 09:00,-27.43,,Norway,1.7151484931623924
13714,718815,SKU_1820,USB Cable,37,2021-07-25 10:00,34.29,18777.0,Germany,0.43
13715,183337,SKU_1057,T-shirt,32,2021-07-25 11:00,77.16,97493.0,Netherlands,0.31
13716,413612,SKU_1111,Desk Lamp,7,2021-07-25 12:00,57.56,28473.0,France,0.28
13717,172894,SKU_1596,White Mug,-4,2021-07-25 13:00,-72.33,,Germany,1.6103944238820311
13718,546300,SKU_1842,T-shirt,25,2021-07-25 14:00,67.18,51075.0,Italy,0.04
13719,687426,SKU_1825,Desk Lamp,30,2021-07-25 15:00,19.12,59085.0,Germany,0.31
13720,384732,SKU_1627,T-shirt,29,2021-07-25 16:00,58.91,71379.0,Australia,0.06
13721,949333,SKU_1314,Blue Pen,17,2021-07-25 17:00,84.48,53998.0,Sweden,0.13
13722,510887,SKU_1161,White Mug,21,2021-07-25 18:00,98.93,57527.0,Portugal,0.3
13723,183038,SKU_1797,T-shirt,16,2021-07-25 19:00,8.68,21848.0,United Kingdom,0.26
13724,524861,SKU_1949,Blue Pen,25,2021-07-25 20:00,29.46,67169.0,Norway,0.05
13725,762997,SKU_1323,Wall Clock,42,2021-07-25 21:00,1.57,23606.0,Norway,0.42
13726,469355,SKU_1717,Office Chair,23,2021-07-25 22:00,18.66,18096.0,United Kingdom,0.03
13727,893354,SKU_1330,T-shirt,29,2021-07-25 23:00,67.03,32616.0,Germany,0.11
13728,717985,SKU_1579,Notebook,7,2021-07-26 00:00,45.65,59178.0,Italy,0.27
13729,275793,SKU_1921,Headphones,4,2021-07-26 01:00,56.75,61892.0,Italy,0.47
13730,550472,SKU_1898,USB Cable,3,2021-07-26 02:00,9.01,68275.0,Germany,0.28
13731,876385,SKU_1759,Notebook,46,2021-07-26 03:00,43.29,27521.0,Portugal,0.48
13732,955938,SKU_1501,Wall Clock,6,2021-07-26 04:00,20.29,63274.0,Belgium,0.1
13733,300015,SKU_1056,Backpack,1,2021-07-26 05:00,69.18,61529.0,Norway,0.23
13734,224338,SKU_1164,Desk Lamp,35,2021-07-26 06:00,42.59,28823.0,Norway,0.49
13735,127843,SKU_1165,T-shirt,31,2021-07-26 07:00,66.32,81111.0,Sweden,0.45
13736,764406,SKU_1296,White Mug,9,2021-07-26 08:00,13.06,55280.0,Italy,0.47
13737,465208,SKU_1003,Desk Lamp,36,2021-07-26 09:00,12.35,63093.0,Portugal,0.45
13738,327997,SKU_1409,Office Chair,27,2021-07-26 10:00,59.03,24802.0,Spain,0.15
13739,226417,SKU_1806,Backpack,31,2021-07-26 11:00,89.28,17160.0,United Kingdom,0.3
13740,216585,SKU_1876,T-shirt,37,2021-07-26 12:00,74.82,25648.0,Sweden,0.36
13741,654634,SKU_1105,Office Chair,27,2021-07-26 13:00,80.67,40008.0,Belgium,0.26
13742,319356,SKU_1619,Headphones,14,2021-07-26 14:00,20.75,33399.0,United States,0.01
13743,485296,SKU_1681,Blue Pen,24,2021-07-26 15:00,51.38,15632.0,Norway,0.31
13744,998201,SKU_1778,USB Cable,3,2021-07-26 16:00,88.56,,United Kingdom,0.18
13745,726679,SKU_1778,Headphones,-17,2021-07-26 17:00,93.71,,Spain,0.02
13746,584600,SKU_1565,T-shirt,9,2021-07-26 18:00,6.65,43358.0,Italy,0.48
13747,546742,SKU_1997,Desk Lamp,45,2021-07-26 19:00,16.79,25208.0,United States,0.11
13748,959575,SKU_1165,White Mug,23,2021-07-26 20:00,11.22,,Australia,0.07
13749,923219,SKU_1253,USB Cable,43,2021-07-26 21:00,17.78,90244.0,France,0.43
13750,920015,SKU_1787,T-shirt,22,2021-07-26 22:00,16.58,57889.0,Germany,0.03
13751,243635,SKU_1665,Blue Pen,31,2021-07-26 23:00,47.98,45354.0,Spain,0.16
13752,277132,SKU_1127,Office Chair,19,2021-07-27 00:00,34.13,84728.0,Sweden,0.36
13753,360609,SKU_1485,Backpack,32,2021-07-27 01:00,8.97,47643.0,Australia,0.16
13754,746231,SKU_1075,Notebook,12,2021-07-27 02:00,32.93,21521.0,Norway,0.23
13755,869822,SKU_1886,Headphones,6,2021-07-27 03:00,90.17,30736.0,Netherlands,0.04
13756,789050,SKU_1220,Headphones,32,2021-07-27 04:00,46.8,43798.0,Australia,0.44
13757,473377,SKU_1781,Wireless Mouse,8,2021-07-27 05:00,73.79,46601.0,Spain,0.0
13758,325784,SKU_1433,Notebook,35,2021-07-27 06:00,24.78,88607.0,Netherlands,0.31
13759,114925,SKU_1634,Office Chair,-19,2021-07-27 07:00,47.12,,United Kingdom,0.17
13760,842147,SKU_1536,Office Chair,28,2021-07-27 08:00,88.47,58711.0,United States,0.03
13761,183184,SKU_1438,Wireless Mouse,49,2021-07-27 09:00,89.75,51274.0,United Kingdom,0.34
13762,700803,SKU_1434,Notebook,22,2021-07-27 10:00,15.84,21156.0,Belgium,0.26
13763,299330,SKU_1617,T-shirt,46,2021-07-27 11:00,34.25,32835.0,United Kingdom,0.46
13764,760715,SKU_1617,Desk Lamp,31,2021-07-27 12:00,34.7,34351.0,Norway,0.15
13765,408213,SKU_1614,Office Chair,9,2021-07-27 13:00,29.85,66812.0,Australia,0.39
13766,849695,SKU_1985,Notebook,43,2021-07-27 14:00,42.01,46240.0,Italy,0.01
13767,200854,SKU_1777,Office Chair,3,2021-07-27 15:00,47.16,71148.0,Belgium,0.38
13768,940903,SKU_1525,Desk Lamp,9,2021-07-27 16:00,53.37,89236.0,United Kingdom,0.15
13769,394849,SKU_1132,Wireless Mouse,3,2021-07-27 17:00,5.2,88683.0,Spain,0.33
13770,274981,SKU_1440,Blue Pen,19,2021-07-27 18:00,24.11,89585.0,Sweden,0.23
13771,319678,SKU_1533,Blue Pen,4,2021-07-27 19:00,64.92,38980.0,Portugal,0.22
13772,228501,SKU_1586,Blue Pen,6,2021-07-27 20:00,66.75,21012.0,Italy,0.42
13773,216361,SKU_1796,Headphones,41,2021-07-27 21:00,61.14,42406.0,Italy,0.07
13774,284811,SKU_1390,USB Cable,12,2021-07-27 22:00,21.37,22171.0,Sweden,0.35
13775,307892,SKU_1243,USB Cable,34,2021-07-27 23:00,42.34,90901.0,Germany,0.12
13776,711561,SKU_1767,Wireless Mouse,27,2021-07-28 00:00,52.98,59480.0,Norway,0.03
13777,385385,SKU_1145,Headphones,9,2021-07-28 01:00,18.14,18496.0,United Kingdom,0.21
13778,520630,SKU_1414,Notebook,28,2021-07-28 02:00,95.5,26394.0,Italy,0.18
13779,150818,SKU_1426,T-shirt,42,2021-07-28 03:00,54.83,88987.0,Netherlands,0.09
13780,251967,SKU_1211,USB Cable,24,2021-07-28 04:00,7.42,52332.0,Netherlands,0.34
13781,454451,SKU_1248,Wireless Mouse,44,2021-07-28 05:00,77.91,27058.0,Netherlands,0.24
13782,293481,SKU_1034,Notebook,22,2021-07-28 06:00,99.83,11718.0,Australia,0.41
13783,548540,SKU_1838,White Mug,37,2021-07-28 07:00,15.62,69257.0,Australia,0.36
13784,429064,SKU_1252,Wireless Mouse,34,2021-07-28 08:00,3.96,41288.0,Germany,0.03
13785,546771,SKU_1861,Wall Clock,27,2021-07-28 09:00,55.22,45748.0,Netherlands,0.2
13786,218642,SKU_1771,USB Cable,28,2021-07-28 10:00,6.7,73811.0,Netherlands,0.04
13787,427597,SKU_1818,Wall Clock,12,2021-07-28 11:00,9.44,69849.0,Italy,0.17
13788,909121,SKU_1861,Blue Pen,39,2021-07-28 12:00,54.07,92571.0,Spain,0.45
13789,295428,SKU_1285,Headphones,18,2021-07-28 13:00,95.74,11920.0,Norway,0.2
13790,848371,SKU_1861,Desk Lamp,34,2021-07-28 14:00,8.86,35139.0,Sweden,0.33
13791,501468,SKU_1692,White Mug,6,2021-07-28 15:00,55.93,,Germany,0.28
13792,917276,SKU_1209,Office Chair,28,2021-07-28 16:00,51.36,67140.0,Spain,0.07
13793,195687,SKU_1109,Blue Pen,1,2021-07-28 17:00,61.92,43864.0,United States,0.38
13794,598758,SKU_1329,Blue Pen,19,2021-07-28 18:00,88.08,57153.0,Belgium,0.1
13795,909797,SKU_1141,Wall Clock,18,2021-07-28 19:00,47.82,94623.0,Italy,0.07
13796,761386,SKU_1675,Wall Clock,16,2021-07-28 20:00,57.35,12556.0,France,0.4
13797,984735,SKU_1086,T-shirt,38,2021-07-28 21:00,58.08,32651.0,Italy,0.2
13798,390667,SKU_1139,Blue Pen,49,2021-07-28 22:00,14.88,70739.0,Belgium,0.24
13799,614513,SKU_1331,Wall Clock,4,2021-07-28 23:00,25.83,23005.0,Sweden,0.42
13800,241554,SKU_1673,Wireless Mouse,30,2021-07-29 00:00,22.61,33930.0,France,0.09
13801,212105,SKU_1025,Desk Lamp,17,2021-07-29 01:00,33.15,27434.0,Italy,0.16
13802,935320,SKU_1645,Wall Clock,24,2021-07-29 02:00,23.91,46093.0,Netherlands,0.35
13803,738172,SKU_1868,Wall Clock,12,2021-07-29 03:00,34.82,98511.0,Sweden,0.27
13804,731256,SKU_1626,Notebook,11,2021-07-29 04:00,66.98,88327.0,United Kingdom,0.33
13805,936542,SKU_1692,Blue Pen,39,2021-07-29 05:00,30.45,92324.0,Germany,0.24
13806,846004,SKU_1910,Wireless Mouse,32,2021-07-29 06:00,49.38,45956.0,Germany,0.26
13807,493709,SKU_1361,Blue Pen,9,2021-07-29 07:00,90.5,85899.0,Belgium,0.47
13808,549410,SKU_1870,USB Cable,11,2021-07-29 08:00,91.42,48643.0,Belgium,0.32
13809,706289,SKU_1658,T-shirt,16,2021-07-29 09:00,89.4,21545.0,Netherlands,0.08
13810,139767,SKU_1359,Desk Lamp,10,2021-07-29 10:00,42.21,72636.0,Portugal,0.34
13811,653838,SKU_1942,USB Cable,15,2021-07-29 11:00,70.51,57365.0,United Kingdom,0.11
13812,624261,SKU_1214,Backpack,31,2021-07-29 12:00,30.39,25763.0,Netherlands,0.23
13813,244905,SKU_1995,White Mug,19,2021-07-29 13:00,74.28,13535.0,Netherlands,0.18
13814,234042,SKU_1076,Headphones,7,2021-07-29 14:00,95.75,,Belgium,0.09
13815,722603,SKU_1094,Wireless Mouse,4,2021-07-29 15:00,85.33,86181.0,Sweden,0.45
13816,195494,SKU_1956,Notebook,19,2021-07-29 16:00,22.12,73086.0,Germany,0.39
13817,751712,SKU_1996,Wall Clock,11,2021-07-29 17:00,52.04,30202.0,Portugal,0.16
13818,182681,SKU_1217,Wall Clock,44,2021-07-29 18:00,85.42,11775.0,France,0.31
13819,987921,SKU_1874,Wall Clock,-25,2021-07-29 19:00,-81.34,,Italy,0.29
13820,804537,SKU_1367,White Mug,4,2021-07-29 20:00,34.54,92424.0,Italy,0.36
13821,352411,SKU_1051,Blue Pen,18,2021-07-29 21:00,93.0,54701.0,Sweden,0.5
13822,816861,SKU_1273,White Mug,15,2021-07-29 22:00,84.02,74371.0,Australia,0.27
13823,653188,SKU_1443,Notebook,1,2021-07-29 23:00,6.11,41692.0,Germany,0.38
13824,114126,SKU_1686,White Mug,19,2021-07-30 00:00,99.27,24729.0,Sweden,0.11
13825,735486,SKU_1824,Wall Clock,34,2021-07-30 01:00,66.7,25835.0,Germany,0.31
13826,826050,SKU_1032,Desk Lamp,31,2021-07-30 02:00,78.17,88686.0,Netherlands,0.11
13827,843104,SKU_1871,Wall Clock,18,2021-07-30 03:00,22.65,97202.0,Netherlands,0.27
13828,441447,SKU_1415,Wireless Mouse,16,2021-07-30 04:00,99.26,38867.0,United States,0.43
13829,316651,SKU_1643,White Mug,27,2021-07-30 05:00,55.3,54747.0,Belgium,0.18
13830,429205,SKU_1424,White Mug,17,2021-07-30 06:00,67.81,79308.0,Spain,0.25
13831,592280,SKU_1786,T-shirt,19,2021-07-30 07:00,48.94,25240.0,Norway,0.09
13832,116978,SKU_1006,T-shirt,23,2021-07-30 08:00,85.06,47180.0,Germany,0.46
13833,680632,SKU_1494,Backpack,42,2021-07-30 09:00,26.11,98070.0,Spain,0.16
13834,408792,SKU_1738,Wall Clock,43,2021-07-30 10:00,12.05,72531.0,United Kingdom,0.28
13835,363199,SKU_1766,Headphones,4,2021-07-30 11:00,62.74,50763.0,Italy,0.32
13836,175582,SKU_1793,Headphones,15,2021-07-30 12:00,3.81,78249.0,Italy,0.44
13837,332459,SKU_1747,Office Chair,7,2021-07-30 13:00,4.93,23443.0,Norway,0.4
13838,705502,SKU_1854,Backpack,46,2021-07-30 14:00,21.99,55240.0,France,0.41
13839,538092,SKU_1353,USB Cable,25,2021-07-30 15:00,1.62,45139.0,Belgium,0.36
13840,611579,SKU_1946,USB Cable,46,2021-07-30 16:00,8.18,48139.0,United Kingdom,0.44
13841,847520,SKU_1695,Notebook,25,2021-07-30 17:00,41.4,93649.0,Australia,0.33
13842,994386,SKU_1198,T-shirt,31,2021-07-30 18:00,39.99,77377.0,Italy,0.08
13843,663013,SKU_1714,Backpack,14,2021-07-30 19:00,57.57,80522.0,United States,0.05
13844,498471,SKU_1434,Desk Lamp,12,2021-07-30 20:00,26.56,15162.0,Netherlands,0.45
13845,568163,SKU_1135,Desk Lamp,22,2021-07-30 21:00,37.41,88663.0,United States,0.41
13846,939812,SKU_1908,Backpack,1,2021-07-30 22:00,72.92,20443.0,Spain,0.35
13847,870008,SKU_1287,Backpack,29,2021-07-30 23:00,24.55,16069.0,United States,0.43
13848,677621,SKU_1801,Wireless Mouse,5,2021-07-31 00:00,3.25,92375.0,Germany,0.02
13849,404603,SKU_1657,Office Chair,19,2021-07-31 01:00,20.92,53987.0,Germany,0.36
13850,886198,SKU_1718,T-shirt,22,2021-07-31 02:00,40.79,36723.0,Germany,0.04
13851,398307,SKU_1566,Wall Clock,38,2021-07-31 03:00,86.23,64626.0,Germany,0.49
13852,265043,SKU_1810,White Mug,45,2021-07-31 04:00,73.72,90236.0,Sweden,0.15
13853,589987,SKU_1407,Wall Clock,14,2021-07-31 05:00,64.01,31490.0,Belgium,0.44
13854,820509,SKU_1916,Blue Pen,16,2021-07-31 06:00,34.9,35255.0,Belgium,0.19
13855,446874,SKU_1913,White Mug,6,2021-07-31 07:00,69.58,83344.0,Portugal,0.2
13856,381620,SKU_1909,T-shirt,28,2021-07-31 08:00,58.22,19545.0,France,0.06
13857,430724,SKU_1761,Office Chair,1,2021-07-31 09:00,69.84,28568.0,Germany,0.45
13858,351831,SKU_1948,USB Cable,-44,2021-07-31 10:00,-99.86,,Netherlands,0.29
13859,992008,SKU_1786,Wireless Mouse,2,2021-07-31 11:00,80.16,79191.0,Portugal,0.28
13860,448737,SKU_1716,Wireless Mouse,29,2021-07-31 12:00,46.23,69714.0,Belgium,0.29
13861,824410,SKU_1824,Wireless Mouse,5,2021-07-31 13:00,96.29,40139.0,United Kingdom,0.23
13862,306598,SKU_1703,White Mug,35,2021-07-31 14:00,20.93,32536.0,United States,0.04
13863,597712,SKU_1335,White Mug,32,2021-07-31 15:00,63.75,86082.0,United States,0.27
13864,995503,SKU_1001,Notebook,15,2021-07-31 16:00,33.57,39009.0,Italy,0.47
13865,739120,SKU_1184,Desk Lamp,10,2021-07-31 17:00,11.03,67221.0,Australia,0.26
13866,500723,SKU_1673,Blue Pen,18,2021-07-31 18:00,97.63,32534.0,United States,0.46
13867,563609,SKU_1560,USB Cable,31,2021-07-31 19:00,50.07,88930.0,France,0.38
13868,767478,SKU_1601,White Mug,18,2021-07-31 20:00,42.37,39699.0,France,0.3
13869,281601,SKU_1437,Office Chair,44,2021-07-31 21:00,15.57,63485.0,Spain,0.32
13870,168682,SKU_1762,USB Cable,6,2021-07-31 22:00,78.5,41591.0,United Kingdom,0.41
13871,323009,SKU_1021,White Mug,-4,2021-07-31 23:00,-22.85,,Norway,0.08
13872,547392,SKU_1211,USB Cable,5,2021-08-01 00:00,44.22,87786.0,France,0.2
13873,346553,SKU_1476,USB Cable,20,2021-08-01 01:00,47.53,81241.0,United States,0.4
13874,453857,SKU_1465,USB Cable,26,2021-08-01 02:00,17.92,55285.0,Germany,0.39
13875,466204,SKU_1988,T-shirt,17,2021-08-01 03:00,78.35,64030.0,United Kingdom,0.45
13876,759774,SKU_1233,Office Chair,42,2021-08-01 04:00,81.77,45810.0,Australia,0.17
13877,183030,SKU_1171,Wall Clock,41,2021-08-01 05:00,96.03,24544.0,Italy,0.17
13878,220360,SKU_1602,Blue Pen,14,2021-08-01 06:00,50.63,19943.0,Sweden,0.34
13879,972405,SKU_1674,Wall Clock,18,2021-08-01 07:00,40.25,65615.0,Netherlands,0.16
13880,759297,SKU_1796,Notebook,27,2021-08-01 08:00,36.56,97166.0,Sweden,0.2
13881,923163,SKU_1517,T-shirt,31,2021-08-01 09:00,94.29,65236.0,Italy,0.12
13882,794025,SKU_1243,Blue Pen,15,2021-08-01 10:00,76.13,63611.0,Belgium,0.37
13883,567726,SKU_1420,Blue Pen,43,2021-08-01 11:00,52.0,98872.0,Norway,0.19
13884,605897,SKU_1378,Wireless Mouse,33,2021-08-01 12:00,72.7,54507.0,Spain,0.05
13885,214360,SKU_1472,USB Cable,16,2021-08-01 13:00,44.67,75703.0,Australia,0.16
13886,363894,SKU_1340,USB Cable,11,2021-08-01 14:00,77.29,49550.0,Italy,0.32
13887,689306,SKU_1953,Wall Clock,2,2021-08-01 15:00,93.0,66937.0,Germany,0.03
13888,497243,SKU_1959,Desk Lamp,13,2021-08-01 16:00,22.32,74795.0,Norway,0.23
13889,865192,SKU_1670,USB Cable,3,2021-08-01 17:00,37.51,33221.0,Belgium,0.18
13890,236817,SKU_1122,Desk Lamp,20,2021-08-01 18:00,65.25,51984.0,France,0.05
13891,292803,SKU_1871,Office Chair,2,2021-08-01 19:00,52.55,18529.0,Netherlands,0.34
13892,711272,SKU_1433,Headphones,23,2021-08-01 20:00,49.09,58374.0,Spain,0.35
13893,994415,SKU_1975,USB Cable,24,2021-08-01 21:00,83.98,71333.0,Australia,0.44
13894,914883,SKU_1187,Office Chair,27,2021-08-01 22:00,75.23,67294.0,Germany,0.24
13895,455887,SKU_1013,White Mug,22,2021-08-01 23:00,52.93,98989.0,United Kingdom,0.24
13896,957906,SKU_1069,Blue Pen,1,2021-08-02 00:00,25.33,31306.0,Norway,0.47
13897,816896,SKU_1650,Desk Lamp,31,2021-08-02 01:00,77.8,,Australia,0.48
13898,112150,SKU_1410,Wall Clock,13,2021-08-02 02:00,44.39,87343.0,France,0.17
13899,899838,SKU_1869,Headphones,37,2021-08-02 03:00,92.17,98564.0,Germany,0.35
13900,250853,SKU_1836,Backpack,21,2021-08-02 04:00,1.29,33997.0,Spain,0.5
13901,288489,SKU_1590,Headphones,44,2021-08-02 05:00,57.24,43697.0,Australia,0.32
13902,989589,SKU_1805,Office Chair,40,2021-08-02 06:00,61.97,72231.0,Sweden,0.45
13903,642613,SKU_1317,USB Cable,27,2021-08-02 07:00,14.62,13291.0,Italy,0.34
13904,299756,SKU_1436,Notebook,-42,2021-08-02 08:00,51.13,,Germany,0.25
13905,980847,SKU_1591,USB Cable,20,2021-08-02 09:00,12.46,77615.0,Norway,0.18
13906,607763,SKU_1145,Desk Lamp,40,2021-08-02 10:00,40.58,46321.0,Belgium,0.08
13907,828829,SKU_1884,Wireless Mouse,36,2021-08-02 11:00,68.01,64357.0,United States,0.49
13908,117669,SKU_1736,Wall Clock,45,2021-08-02 12:00,68.58,29798.0,Australia,0.36
13909,434154,SKU_1226,Headphones,20,2021-08-02 13:00,48.49,89140.0,Italy,0.16
13910,606199,SKU_1381,Headphones,49,2021-08-02 14:00,82.98,65424.0,United States,0.04
13911,307836,SKU_1179,T-shirt,36,2021-08-02 15:00,58.2,,Spain,0.05
13912,592290,SKU_1535,White Mug,39,2021-08-02 16:00,60.53,61950.0,Norway,0.49
13913,232915,SKU_1098,Backpack,1,2021-08-02 17:00,18.33,79135.0,Italy,0.48
13914,296681,SKU_1390,Wall Clock,48,2021-08-02 18:00,47.39,25211.0,United Kingdom,0.37
13915,675100,SKU_1269,White Mug,42,2021-08-02 19:00,5.84,67494.0,Portugal,0.48
13916,902491,SKU_1945,White Mug,8,2021-08-02 20:00,26.48,85821.0,Portugal,0.05
13917,448413,SKU_1093,Office Chair,49,2021-08-02 21:00,21.34,19956.0,Portugal,0.34
13918,877150,SKU_1791,Wall Clock,2,2021-08-02 22:00,38.03,51579.0,Norway,0.28
13919,271840,SKU_1462,Wall Clock,44,2021-08-02 23:00,47.76,12244.0,Germany,0.34
13920,125395,SKU_1780,Notebook,23,2021-08-03 00:00,23.53,58902.0,Belgium,0.15
13921,382346,SKU_1658,Office Chair,21,2021-08-03 01:00,6.91,52382.0,Australia,0.2
13922,329707,SKU_1284,Wall Clock,35,2021-08-03 02:00,35.43,84918.0,Netherlands,0.47
13923,871469,SKU_1021,USB Cable,1,2021-08-03 03:00,11.01,97366.0,Australia,0.2
13924,828408,SKU_1001,Wall Clock,-3,2021-08-03 04:00,14.57,,Portugal,0.27
13925,324839,SKU_1102,White Mug,38,2021-08-03 05:00,80.94,38175.0,United Kingdom,0.2
13926,319882,SKU_1972,Headphones,47,2021-08-03 06:00,42.16,18426.0,Belgium,0.22
13927,727523,SKU_1035,Desk Lamp,49,2021-08-03 07:00,35.33,18523.0,Netherlands,0.31
13928,669798,SKU_1805,T-shirt,2,2021-08-03 08:00,7.42,51449.0,France,0.2
13929,712233,SKU_1273,USB Cable,16,2021-08-03 09:00,40.19,42503.0,Norway,0.19
13930,342802,SKU_1050,Desk Lamp,24,2021-08-03 10:00,56.33,48079.0,Australia,0.25
13931,874456,SKU_1142,White Mug,32,2021-08-03 11:00,33.63,18108.0,Australia,0.21
13932,957081,SKU_1895,Wall Clock,29,2021-08-03 12:00,56.81,69444.0,Germany,0.45
13933,993155,SKU_1482,Headphones,5,2021-08-03 13:00,99.89,15228.0,Portugal,0.39
13934,627169,SKU_1947,USB Cable,12,2021-08-03 14:00,41.84,43602.0,Netherlands,0.38
13935,932345,SKU_1016,Blue Pen,3,2021-08-03 15:00,56.74,74776.0,Portugal,0.46
13936,736148,SKU_1879,Office Chair,2,2021-08-03 16:00,19.23,92544.0,France,0.13
13937,971217,SKU_1588,Desk Lamp,38,2021-08-03 17:00,69.2,48200.0,Sweden,0.09
13938,558253,SKU_1277,Desk Lamp,31,2021-08-03 18:00,2.11,65819.0,Italy,0.22
13939,948889,SKU_1634,Notebook,6,2021-08-03 19:00,19.18,30842.0,United States,0.1
13940,266415,SKU_1437,Wall Clock,29,2021-08-03 20:00,37.18,76373.0,Sweden,0.45
13941,555605,SKU_1435,Blue Pen,20,2021-08-03 21:00,75.36,20125.0,United Kingdom,0.31
13942,571466,SKU_1999,Backpack,4,2021-08-03 22:00,73.15,60416.0,Spain,0.16
13943,239728,SKU_1383,Office Chair,29,2021-08-03 23:00,88.39,,Spain,0.04
13944,367885,SKU_1980,Notebook,10,2021-08-04 00:00,96.73,99223.0,Portugal,0.26
13945,247733,SKU_1857,USB Cable,35,2021-08-04 01:00,20.21,57884.0,France,0.04
13946,983523,SKU_1685,Backpack,27,2021-08-04 02:00,95.08,91054.0,Sweden,0.08
13947,915122,SKU_1131,Wireless Mouse,1,2021-08-04 03:00,24.93,26414.0,Norway,0.36
13948,394977,SKU_1262,USB Cable,41,2021-08-04 04:00,62.32,22981.0,United States,0.39
13949,726854,SKU_1393,Office Chair,25,2021-08-04 05:00,17.01,,Portugal,0.37
13950,171240,SKU_1782,Wall Clock,23,2021-08-04 06:00,3.15,43059.0,Spain,0.04
13951,731186,SKU_1921,T-shirt,20,2021-08-04 07:00,32.24,81657.0,Norway,0.27
13952,439855,SKU_1207,Notebook,11,2021-08-04 08:00,22.98,30455.0,Germany,0.13
13953,309304,SKU_1807,Headphones,41,2021-08-04 09:00,34.83,14162.0,Portugal,0.28
13954,925455,SKU_1225,White Mug,25,2021-08-04 10:00,28.61,64239.0,United Kingdom,0.07
13955,926641,SKU_1700,Notebook,7,2021-08-04 11:00,12.43,74055.0,United Kingdom,0.08
13956,455734,SKU_1464,Headphones,-23,2021-08-04 12:00,21.66,,Netherlands,0.49
13957,973044,SKU_1357,Headphones,6,2021-08-04 13:00,9.69,35356.0,United States,0.39
13958,180522,SKU_1143,Office Chair,-3,2021-08-04 14:00,-53.5,,Netherlands,0.02
13959,473798,SKU_1353,Wall Clock,48,2021-08-04 15:00,82.94,48332.0,Germany,0.47
13960,769800,SKU_1250,Office Chair,34,2021-08-04 16:00,57.67,85893.0,Germany,0.26
13961,219107,SKU_1375,USB Cable,20,2021-08-04 17:00,33.14,92775.0,Netherlands,0.01
13962,501176,SKU_1988,USB Cable,34,2021-08-04 18:00,84.79,67334.0,Norway,0.34
